config,macro_f1,micro_f1,hamming_loss,exact_match,progress_mae,pred_transitions,mono_violations
A1_perframe,0.5391916234703334,0.8061507068940388,0.21255343801190618,0.20496224379719524,0.1998481761157058,578,601
A3_smooth,0.545309734218705,0.819925925925926,0.19425466458907667,0.20819848975188782,0.17955172000479444,156,108
A5_sustained,0.6217662053386689,0.7207212447288062,0.3836749370729953,0.030924128011506652,0.37096967517679486,7,0
