config,step,f1
A1_perframe,21,0.1178343949044586
A1_perframe,24,0.1178343949044586
A1_perframe,27,0.1425287356321839
A1_perframe,30,0.050043140638481455
A3_smooth,21,0.07890222984562606
A3_smooth,24,0.07890222984562606
A3_smooth,27,0.21782178217821782
A3_smooth,30,0.0773286467486819
A5_sustained,21,0.05532078371110257
A5_sustained,24,0.05532078371110257
A5_sustained,27,0.0642857142857143
A5_sustained,30,0.920934858279463
