config,true_count,pred_count,precision,recall,f1
A1_perframe,5,578,0.0017301038062283738,0.2,0.0034305317324185253
A3_smooth,5,156,0.00641025641025641,0.2,0.012422360248447204
A5_sustained,5,7,0.0,0.0,0.0
